raio,angulo,coord_z,coord_y,energia
1.1600000000000001,0.7853981633974483,0.8202438661763951,0.8202438661763953,-186.5072463913511
1.1600000000000001,0.8639379797371931,0.8820709200960359,0.7533597360630131,-186.61814164625503
1.1600000000000001,0.9424777960769379,0.9384597134749392,0.6818308926592689,-186.70961064178834
1.1600000000000001,1.0210176124166828,0.9890625906507471,0.6060983350705008,-186.77503082286123
1.1600000000000001,1.0995574287564276,1.0335675680585068,0.5266289796978744,-186.82179685388408
1.1600000000000001,1.1780972450961724,1.0717002577130927,0.4439127815435043,-186.85541844546233
1.1600000000000001,1.2566370614359172,1.1032255589023783,0.3584597134749391,-186.8797091696719
1.1600000000000001,1.335176877775662,1.1279491076613049,0.2707966220728504,-186.89741143834902
1.1600000000000001,1.413716694115407,1.14571847509036,0.1814639794466679,-186.91054585979782
1.1600000000000001,1.4922565104551517,1.1564241071304286,0.09101255104430021,-186.9200632547508
1.1600000000000001,1.5707963267948966,1.1600000000000001,7.102951435054649e-17,-186.92410418672233
1.1700000000000002,0.7853981633974483,0.8273149339882606,0.8273149339882607,-186.52334052190582
1.1700000000000002,0.8639379797371931,0.8896749797520364,0.759854216546315,-186.6318253983703
1.1700000000000002,0.9424777960769379,0.9465498834186886,0.6877087451821936,-186.72004757946263
1.1700000000000002,1.0210176124166828,0.997588992294288,0.6113233207176603,-186.78300435639989
1.1700000000000002,1.0995574287564276,1.0424776333003904,0.5311688846952698,-186.8279376553382
1.1700000000000002,1.1780972450961724,1.0809390530382057,0.44773961586715516,-186.86020614729577
1.1700000000000002,1.2566370614359172,1.1127361240653297,0.36154988341868854,-186.8835124000497
1.1700000000000002,1.335176877775662,1.1376728068652817,0.27313107571140943,-186.90051576517988
1.1700000000000002,1.413716694115407,1.1555953584963112,0.1830283240970702,-186.9131675814881
1.1700000000000002,1.4922565104551517,1.16639328046776,0.09179714200157867,-186.92237079121134
1.1700000000000002,1.5707963267948966,1.1700000000000002,7.164183775012018e-17,-186.9262854962813
1.1800000000000002,0.7853981633974483,0.8343860018001261,0.8343860018001262,-186.53816172278033
1.1800000000000002,0.8639379797371931,0.8972790394080367,0.7663486970296168,-186.64413209872714
1.1800000000000002,0.9424777960769379,0.9546400533624381,0.6935865977051184,-186.72920271567196
1.1800000000000002,1.0210176124166828,1.006115393937829,0.6165483063648198,-186.78977247130274
1.1800000000000002,1.0995574287564276,1.051387698542274,0.5357087896926653,-186.83293011448126
1.1800000000000002,1.1780972450961724,1.0901778483633184,0.45156645019080605,-186.86388752478973
1.1800000000000002,1.2566370614359172,1.1222466892282814,0.36464005336243804,-186.8862397908245
1.1800000000000002,1.335176877775662,1.1473965060692586,0.2754655293499685,-186.90256382958228
1.1800000000000002,1.413716694115407,1.1654722419022627,0.18459266874747252,-186.9147450466262
1.1800000000000002,1.4922565104551517,1.1763624538050912,0.0925817329588571,-186.923640542215
1.1800000000000002,1.5707963267948966,1.1800000000000002,7.225416114969385e-17,-186.92743220666546
1.1900000000000002,0.7853981633974483,0.8414570696119916,0.8414570696119917,-186.55176252086483
1.1900000000000002,0.8639379797371931,0.904883099064037,0.7728431775129186,-186.6551386279979
1.1900000000000002,0.9424777960769379,0.9627302233061876,0.6994644502280432,-186.7371495402577
1.1900000000000002,1.0210176124166828,1.0146417955813698,0.6217732920119793,-186.7954054599009
1.1900000000000002,1.0995574287564276,1.0602977637841577,0.5402486946900608,-186.83684185013524
1.1900000000000002,1.1780972450961724,1.0994166436884314,0.455393284514457,-186.86652816435424
1.1900000000000002,1.2566370614359172,1.1317572543912329,0.36773022330618754,-186.88795488143765
1.1900000000000002,1.335176877775662,1.1571202052732352,0.27779998298852754,-186.9036185113535
1.1900000000000002,1.413716694115407,1.175349125308214,0.18615701339787483,-186.91534032584815
1.1900000000000002,1.4922565104551517,1.1863316271424225,0.09336632391613556,-186.92393398301226
1.1900000000000002,1.5707963267948966,1.1900000000000002,7.286648454926753e-17,-186.92760486938545
1.2000000000000002,0.7853981633974483,0.8485281374238571,0.8485281374238572,-186.56419484511042
1.2000000000000002,0.8639379797371931,0.9124871587200373,0.7793376579962205,-186.66491759806624
1.2000000000000002,0.9424777960769379,0.9708203932499371,0.7053423027509679,-186.74395797747056
1.2000000000000002,1.0210176124166828,1.0231681972249107,0.6269982776591387,-186.79997006617157
1.2000000000000002,1.0995574287564276,1.0692078290260416,0.5447885996874563,-186.8397371174479
1.2000000000000002,1.1780972450961724,1.1086554390135444,0.45922011883810787,-186.86819036469964
1.2000000000000002,1.2566370614359172,1.1412678195541843,0.370820393249937,-186.8887184772525
1.2000000000000002,1.335176877775662,1.166843904477212,0.2801344366270866,-186.9037395237724
1.2000000000000002,1.413716694115407,1.1852260087141655,0.18772135804827714,-186.91501236509282
1.2000000000000002,1.4922565104551517,1.1963008004797537,0.09415091487341401,-186.92330950480192
1.2000000000000002,1.5707963267948966,1.2000000000000002,7.34788079488412e-17,-186.92686162619668
